9.0 290.8666666666667 208.27272727272728 262.3333333333333 251.33333333333334 379.8 416.0 404.1 
10.0 284.293431806289 208.82148518148517 254.62025974025974 292.28538033395176 346.61362637362646 369.4476190476192 370.0479529993816 
11.0 285.4550949050949 205.37918660287085 256.65701754385964 283.21738437001596 354.3013495276653 377.00488283646183 374.6578947368421 
12.0 287.1267045454545 202.45208333333338 254.69573863636364 284.04599358974366 359.6261904761904 374.9101190476191 382.475 
13.0 286.8507053552508 213.93891184572996 257.37867662640394 289.652059304332 355.3681818181818 376.5285714285714 378.96060606060604 
14.0 283.6404329004329 198.73999999999995 251.124393939394 256.9164102564102 351.33198717948727 381.2833333333333 373.01 
15.0 286.8714202464202 205.66103896103894 253.31904761904758 302.6642857142857 369.35476190476186 389.4571428571429 390.3380952380952 
16.0 283.8725871350871 200.024235949236 252.4487674362675 260.60334757834767 362.8787037037037 392.2174603174602 376.6705026455026 
17.0 283.64903263403255 203.54183982683986 254.64738095238096 274.03249999999997 369.28820512820516 390.7766666666667 385.93642857142856 
18.0 280.7633333333334 199.71076923076924 248.98818181818183 267.3348717948718 360.72999999999996 389.16666666666663 386.24333333333334 
19.0 308.2491508491508 229.87362637362637 275.25714285714287 366.0925170068027 429.2285714285714 447.04761904761915 448.4571428571429 
20.0 291.5041056166056 216.4300505050505 262.98766233766236 305.725 370.13717948717954 391.925 386.33611111111117 
21.0 290.4384615384615 203.60000000000002 255.60961538461538 319.94166666666666 403.85 433.3333333333333 430.48333333333335 
22.0 293.84718614718616 211.04285714285714 260.12857142857143 327.6977736549165 396.88571428571424 422.5142857142858 416.1333333333333 
23.0 296.4589743589744 204.14 257.06 345.4533333333333 422.09333333333336 440.9866666666667 440.03999999999996 
24.0 269.3144230769231 201.6625 246.625 240.47916666666669 312.6125 345.9916666666667 331.775 
25.0 294.4085347985348 212.13071428571425 260.72727272727275 330.3882600732601 397.25 420.5033333333334 417.25999999999993 
26.0 295.76181818181817 198.72307692307692 252.3 317.3266666666667 394.4533333333334 423.0 421.8533333333333 
27.0 305.85 216.65 267.8 359.8 436.95000000000005 455.85 451.1833333333334 
28.0 295.2923076923077 202.05 255.375 323.88863636363635 409.9166666666667 431.8833333333333 433.71666666666664 
29.0 292.5375 199.46249999999998 252.75568181818178 285.1135281385281 386.4952380952381 420.1333333333333 401.15000000000003 
30.0 273.3037878787879 201.375 252.79999999999998 218.70000000000002 306.09999999999997 331.1333333333333 324.58452380952383 
31.0 285.19902319902326 196.8166666666667 253.46153846153845 286.002380952381 389.7904761904762 419.7555555555555 407.5 
32.0 280.47636363636366 192.6 243.63999999999996 234.7660606060606 328.7133333333333 376.25333333333333 351.14666666666665 
33.0 281.46666666666664 196.3 257.6 211.4 287.1333333333333 334.46666666666664 326.8666666666667 
34.0 294.81704545454545 212.35000000000002 262.925 322.525 392.01666666666665 412.8333333333333 411.1666666666667 
35.0 310.5111111111111 220.67777777777778 265.59999999999997 357.8666666666666 437.1460317460317 463.62222222222226 458.31111111111113 
36.0 276.53846153846155 194.66666666666666 246.29999999999998 225.58571428571426 344.84444444444443 378.4222222222223 353.71111111111105 
37.0 309.68 221.86333333333332 264.52 398.58205128205134 460.45212121212126 473.7333333333334 474.29333333333335 
38.0 298.7121212121212 212.13333333333333 257.46666666666664 366.0010101010101 417.93333333333334 436.5111111111111 433.35555555555555 
40.0 283.32 196.45999999999998 246.94 279.7715151515152 396.32666666666665 416.5866666666667 415.8933333333333 
41.0 324.51 253.42000000000002 293.36571428571426 372.5309090909091 418.90666666666664 437.2666666666667 436.77333333333337 
43.0 292.8090909090909 209.32 259.71000000000004 288.3600732600733 373.52 394.48 391.6933333333333 
44.0 298.81666666666666 197.14999999999998 258.91666666666663 328.26666666666665 433.4666666666667 455.2 450.33333333333337 
45.0 286.7 187.8 244.9 275.05 369.95833333333337 405.2833333333333 402.4 
46.0 372.0 311.1 329.57142857142856 490.8666666666667 496.8666666666667 499.26666666666665 499.1333333333333 
47.0 366.0 324.8333333333333 331.9 491.93333333333334 498.0 499.4 499.73333333333335 
49.0 255.3 221.2 242.0 227.5 263.0833333333333 290.7 276.31666666666666 
51.0 268.2 186.4 228.1 201.9 293.2 342.93333333333334 329.4 
52.0 291.0 213.60000000000002 256.95000000000005 337.05 386.2462121212121 413.76666666666665 400.6333333333333 
53.0 279.5772727272727 183.5 243.05 267.1181818181818 369.6 396.6333333333333 386.01666666666665 
55.0 281.6 186.1 237.4 268.0 406.1333333333333 437.73333333333335 411.7 
56.0 292.7666666666667 197.79999999999998 251.5333333333333 315.47350427350426 415.35555555555555 436.6666666666667 421.62222222222226 
57.0 281.1 194.95 242.0818181818182 279.96666666666664 406.31666666666666 439.73333333333335 424.4166666666667 
59.0 283.20000000000005 187.05 241.9 288.18333333333334 379.8636363636364 408.15238095238095 397.1666666666667 
60.0 278.4 182.7 231.7 211.5 325.6 371.8666666666667 330.1333333333333 
61.0 310.42121212121214 213.4 267.5 368.3 417.77777777777777 439.68888888888887 437.06666666666666 
63.0 274.5 185.0 239.4 217.9 348.53333333333336 383.46666666666664 373.46666666666664 
64.0 360.6 317.3 340.8 491.2 496.6666666666667 498.73333333333335 499.1333333333333 
66.0 272.7 189.4 240.5 269.2 404.3333333333333 430.6666666666667 424.8666666666667 
67.0 281.5 185.5 247.2 241.5 375.6 397.06666666666666 383.5 
70.0 286.2 174.4 232.7 242.75 371.5833333333333 412.8 388.93333333333334 
71.0 268.1 180.2 233.1 201.3 298.46666666666664 339.53333333333336 321.06666666666666 
72.0 302.25 206.8 260.2 343.5 431.76666666666665 453.1666666666667 447.6666666666667 
76.0 275.9 179.2 242.2 267.6666666666667 415.06666666666666 440.2 427.8666666666667 
77.0 290.3 179.9 249.2 254.36363636363637 388.46666666666664 427.46666666666664 410.93333333333334 
88.0 273.05 178.85000000000002 237.35 262.5 378.84761904761905 412.5 404.33333333333337 
94.0 307.6 212.7 258.3 417.4 468.5 486.46666666666664 489.0 
97.0 300.7 191.4 257.1 357.8 450.8666666666667 472.46666666666664 471.73333333333335 
137.0 268.2 165.4 224.1 201.3 314.26666666666665 338.1333333333333 316.6 
168.0 260.7 168.9 224.5 249.63636363636363 387.14285714285717 419.0 401.3 
172.0 273.2 170.4 224.9 326.2 434.0 458.1 460.1 
176.0 254.7 159.9 214.7 254.7 396.90909090909093 421.4166666666667 411.4 
290.0 239.3 128.7 187.7 170.7 317.53333333333336 320.0 297.2 
