200 27.2052 14.0757 7.1615 3.5962 1.9853 0.08
400 83.2673 39.1422 20.1681 23.2917 13.8373 0.08
800 293.5304 138.3486 72.8005 45.1150 29.1447 0.08
1600 1253.7670 539.9985 325.0310 199.9361 124.6809 0.08
3200 4287.3775 2313.2330 1164.0807 785.6088 443.8723 0.08
